main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,coo_wavelength,coo_bibcode,sp_type,user_specified_id,object_number_id,source_id,teff_pastel,logg_pastel,feh_pastel,n_pastel_measurements
HD  98499,170.22415698056,67.10074989014,0.0764,0.0825,90.0,O,2020yCat.1350....0G,G8,Gaia DR3 1060651214654122112,17,3,4825.0,2.7,0.23,1.0
HD 196642,309.34826705435,38.32866655659,0.0146,0.0184,90.0,O,2020yCat.1350....0G,K0III,Gaia DR3 2063197186858948992,18,3,,,,
HD  41125,90.64088474479,-14.497156052459996,0.0174,0.0206,90.0,O,2020yCat.1350....0G,K0III,Gaia DR3 2994131313904384256,19,3,4940.0,2.4749999999999996,-0.065,2.0
HD   8120,20.14405002699,-3.24699153478,0.0217,0.0127,90.0,O,2020yCat.1350....0G,K0III,Gaia DR3 2483442385100118656,20,3,,,,
HD  38765,87.7348481829,51.51457059084999,0.1928,0.1617,90.0,O,2020yCat.1350....0G,K1III,Gaia DR3 214878111469201664 ,21,3,,,,
HD 213242,337.08120547669,64.08515501519,0.0132,0.014,90.0,O,2020yCat.1350....0G,K0,Gaia DR3 2205585660645440000,22,3,4690.0,2.37,0.22,4.0
HD 124678,213.64835846389,13.97544935892,0.0171,0.0165,90.0,O,2020yCat.1350....0G,K2,Gaia DR3 1227200425666121856,23,3,4174.0,1.98,-0.085,2.0
HD 110678,190.76720077334,61.15542135438999,0.0139,0.0139,90.0,O,2020yCat.1350....0G,K0,Gaia DR3 1580115929873555200,24,3,4372.0,1.82,0.07,1.0
HD  39312,87.39219266117,-44.87539338354001,0.0408,0.0448,90.0,O,2020yCat.1350....0G,K1III,Gaia DR3 4801768974458903040,25,3,,,,
HD 178208,286.29100249668,49.92316413456,0.1554,0.1256,90.0,O,2020yCat.1350....0G,K3III,Gaia DR3 2133597988670827776,26,3,,,,
HD  97501,168.41705056797,41.08883581526,0.0166,0.0233,90.0,O,2020yCat.1350....0G,K2III,Gaia DR3 765568407160116096 ,27,3,4556.0,2.16,0.11,1.0
HD  59826,113.35345596782,37.18789561936,0.0177,0.0166,90.0,O,2020yCat.1350....0G,K0,Gaia DR3 898666832324034688 ,28,3,,,,
* mu. Eri,71.37563095050251,-3.2546598112747223,0.1941,0.1258,90.0,O,2020yCat.1350....0G,B5IV,Gaia DR3 3225773709225508736,29,3,15770.0,,,1.0
* eps Hyi,39.89734019763959,-68.26694668466418,0.154,0.215,90.0,O,2020yCat.1350....0G,B9Va,Gaia DR3 4695167130257543424,30,3,10523.0,,,2.0
* kap Eri,36.74634213164126,-47.70384065879168,0.1013,0.1202,90.0,O,2020yCat.1350....0G,B7IV,Gaia DR3 4939205900704478592,31,3,14700.0,3.5,,1.0
* iot Oph,253.50196471632205,10.165361384452224,0.0853,0.0731,90.0,O,2020yCat.1350....0G,B8V,Gaia DR3 4447348307551626624,32,3,11675.5,,,2.0
* bet01 Tuc,7.886116900947914,-62.95821745653945,0.0727,0.0688,90.0,O,2020yCat.1350....0G,B9.5Va,Gaia DR3 4900927434176620160,33,3,10770.0,,,2.0
* eta Lyr,288.4395350838295,39.14596601124306,0.095,0.0947,90.0,O,2020yCat.1350....0G,B6,Gaia DR3 2099679223187100800,34,3,17360.0,3.38,-0.01,1.0
* kap Cep,302.22228643703,77.71142098602,0.0849,0.1066,90.0,O,2020yCat.1350....0G,B9III,Gaia DR3 2290599311287582464,35,3,10425.0,3.65,-0.05,2.0
* m Car,144.8375470052871,-61.32804977268306,0.0757,0.0691,90.0,O,2020yCat.1350....0G,B9IV/V,Gaia DR3 5251098523021221376,36,3,11550.0,,,3.0
* nu. And,12.45352635157333,41.07891089498556,0.1797,0.1167,90.0,O,2020yCat.1350....0G,B5V,Gaia DR3 375010813139050368 ,37,3,11181.0,4.0,0.06,2.0
V* ET UMa,156.0326953299,65.56642260365,0.0624,0.0774,90.0,O,2020yCat.1350....0G,A1:VpSiSrHg,Gaia DR3 1053778957742409984,38,3,10728.5,3.825,0.125,2.0
* ome For,38.46125624119999,-28.232337658359995,0.0664,0.1092,90.0,O,2020yCat.1350....0G,B9.5IV,Gaia DR3 5069213731825915648,39,3,10583.5,,,2.0
* iot CrB,240.36068716354,29.851060946760004,0.0525,0.0598,90.0,O,2020yCat.1350....0G,A0IIIspHgMnEu,Gaia DR3 1320255698202371072,40,3,10978.5,3.725,0.17,8.0
HD  34310,78.85155090608,-26.943508125440005,0.0427,0.0529,90.0,O,2020yCat.1350....0G,B9V,Gaia DR3 2956064297206301312,41,3,10928.0,,,2.0
HD   3240,9.03462581546,54.16844990991,0.0387,0.051,90.0,O,2020yCat.1350....0G,B8IV,Gaia DR3 418030923572427520 ,42,3,12093.5,3.696,,2.0
*  21 CVn,199.56045638016,49.68206366796001,0.0542,0.0701,90.0,O,2020yCat.1350....0G,B9IV(Si),Gaia DR3 1556189972738829184,43,3,10447.0,,,1.0
HD 101189,174.53028989032,-61.82653122357,0.1072,0.109,90.0,O,2020yCat.1350....0G,ApHgMn,Gaia DR3 5334154806761557504,44,3,10715.0,,,1.0
HD  97583,168.18836249815,-64.16976976726,0.0543,0.0571,90.0,O,2020yCat.1350....0G,B8V,Gaia DR3 5240584404406985472,45,3,10765.0,,,1.0
* eta Pyx,129.46730329812,-26.25500012611,0.0484,0.0467,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 5647071417958187392,46,3,10327.0,,,2.0
*  11 CMa,101.71288465562,-14.42597548303,0.0972,0.1094,90.0,O,2020yCat.1350....0G,B8/9III,Gaia DR3 2949098787968203520,47,3,11540.0,,,1.0
HD 212710,333.29380347792994,86.1080032346,0.1641,0.1432,90.0,O,2020yCat.1350....0G,B9.5Vn,Gaia DR3 2304182888391818240,48,3,,,,
HD  64486,121.1960786457,79.47961384277,0.0627,0.0719,90.0,O,2020yCat.1350....0G,B9.5IVs,Gaia DR3 1139165175331616768,49,3,,,,
* iot Vol,102.86243819417,-70.96341039675,0.1216,0.1315,90.0,O,2020yCat.1350....0G,B7III,Gaia DR3 5266581089830743296,50,3,11803.0,,,1.0
*  14 Cyg,294.86038592205,42.81826140669,0.2235,0.2154,90.0,O,2020yCat.1350....0G,B9III,Gaia DR3 2077959092540451456,1,3,10957.0,3.45,0.08,1.0
*   7 Cep,321.94225759196,66.80909698289,0.0602,0.0627,90.0,O,2020yCat.1350....0G,B7V,Gaia DR3 2221245661158478336,2,3,12560.0,,,1.0
HD 145454,241.58198655412,67.81013521233,0.0684,0.0596,90.0,O,2020yCat.1350....0G,A0Vn,Gaia DR3 1643563042195991424,3,3,10046.0,,,1.0
*  16 Tau,56.20089556751999,24.28946759207,0.0643,0.047,90.0,O,2020yCat.1350....0G,B7V,Gaia DR3 65287458566524928  ,4,3,13133.0,,,2.0
*  19 UMi,242.70635183192,75.87756181464,0.0816,0.0594,90.0,O,2020yCat.1350....0G,B8V,Gaia DR3 1704123214941238656,5,3,11641.0,,,1.0
*  53 Tau,64.85873995604,21.142305268929995,0.0699,0.0387,90.0,O,2020yCat.1350....0G,B9Vsp,Gaia DR3 49415527182759296  ,6,3,12000.0,4.0,-0.6,10.0
* pi. Tuc,5.16267594946,-69.62491873970001,0.0528,0.0534,90.0,O,2020yCat.1350....0G,B9V,Gaia DR3 4703064819200500096,7,3,10256.5,,,2.0
* sig Psc,15.70456995008,31.804261676309995,0.0774,0.0534,90.0,O,2020yCat.1350....0G,B9.5V,Gaia DR3 314142055583243904 ,8,3,10740.0,,,1.0
*  11 Sge,299.43935614400993,16.78916057833,0.0366,0.0364,90.0,O,2020yCat.1350....0G,B9III,Gaia DR3 1820154058573970944,9,3,,,,
* O Vel,145.92597708829,-53.89128179928999,0.0452,0.0438,90.0,O,2020yCat.1350....0G,A0IV,Gaia DR3 5309205822766572032,10,3,10023.0,,,1.0
*  67 Peg,351.21180213700995,32.38488065768,0.0506,0.0411,90.0,O,2020yCat.1350....0G,B9III,Gaia DR3 2871009135696800896,11,3,,,,
HD   6960,17.85654612597,64.20267787515,0.0392,0.0454,90.0,O,2020yCat.1350....0G,B9.5V,Gaia DR3 523449792035598848 ,12,3,10423.0,,,1.0
HD   4622,12.004437524169996,-21.72252630398,0.1108,0.0701,90.0,O,2020yCat.1350....0G,B9V,Gaia DR3 2349591516026681088,13,3,10309.5,3.782,,4.0
* k Boo,226.35764371998,48.15097021154,0.0347,0.0367,90.0,O,2020yCat.1350....0G,A0Vs,Gaia DR3 1588975588412216576,14,3,9985.0,4.32,0.019,2.0
*  81 UMa,203.53043914813,55.3484346165,0.0407,0.044,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 1562168842092340352,15,3,9886.0,,,1.0
* kap02 Vol,125.00219802259,-71.50537824201,0.0647,0.0594,90.0,O,2020yCat.1350....0G,B9/A0IV,Gaia DR3 5221286296008492416,16,3,12045.0,3.9,0.69,1.0
*  38 Peg,337.50756023151,32.57263847719,0.0287,0.0358,90.0,O,2020yCat.1350....0G,B9.5V,Gaia DR3 1901075056335332608,17,3,10093.0,,,1.0
*  14 Sge,300.87506149831995,16.031252307390005,0.034,0.0286,90.0,O,2020yCat.1350....0G,B9pHgMn,Gaia DR3 1808075236135604736,18,3,13442.5,3.5,0.635,6.0
HD 197392,310.48542276102995,41.71687448417,0.0468,0.0561,90.0,O,2020yCat.1350....0G,B8II-III,Gaia DR3 2066350345686053888,19,3,,,,
*  13 Del,311.95138751422,6.00820866671,0.0424,0.0227,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 1735906350890358144,20,3,9840.0,,,1.0
HD 180555,289.11164203439,14.544611860630004,0.1526,0.1502,90.0,O,2020yCat.1350....0G,B9.5V,Gaia DR3 4320279260621065472,21,3,10280.0,,,1.0
*  23 Peg,331.39447693159,28.96397975012,0.0424,0.0469,90.0,O,2020yCat.1350....0G,B9Vn,Gaia DR3 1893599923453399040,22,3,10765.0,,,1.0
* y02 Pup,114.18300032365,-48.83016602093,0.0451,0.0405,90.0,O,2020yCat.1350....0G,B8V,Gaia DR3 5506275586760552320,23,3,10077.0,,,2.0
*   2 Per,28.03905128614,50.79279280878,0.0486,0.0706,90.0,O,2020yCat.1350....0G,B9pHgMn,Gaia DR3 358011366943014016 ,24,3,,,,
*  71 Dra,304.90303002982,62.25744376567,0.0684,0.0808,90.0,O,2020yCat.1350....0G,B9V,Gaia DR3 2243143328580355584,25,3,10740.0,,,1.0
*  79 Cyg,325.85688473342,38.28359107887,0.024,0.0292,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 1953588728112369408,26,3,,,,
HD 209515A,330.73608664172,44.64986127064,0.0416,0.0368,90.0,O,2020yCat.1350....0G,,Gaia DR3 1962740066469924096,27,3,,,,
HD 172728,279.38965591144,62.526575910990005,0.0858,0.0884,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 2160077939517532544,28,3,10495.0,,,1.0
HD 216831,343.93544969624,36.35139583944,0.0362,0.0585,90.0,O,2020yCat.1350....0G,B7III,Gaia DR3 1915667396702502400,29,3,12963.0,3.6985,0.4,2.0
HD  38206,85.8402955163,-18.557475454980004,0.0238,0.0302,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 2967287596507432704,30,3,10080.0,4.5,0.06,3.0
HD  44323,94.92065312954,-34.39659084816,0.0334,0.0379,90.0,O,2020yCat.1350....0G,B9V,Gaia DR3 2891625425395496576,31,3,11267.0,,,2.0
HD 205314,323.2358001442,49.97763291055,0.0809,0.0779,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 2171316219676385664,32,3,10257.0,,,1.0
HD  58612,111.35528232038,-25.2177650869,0.0228,0.0374,90.0,O,2020yCat.1350....0G,B5III,Gaia DR3 5616608829834868992,33,3,,,,
V* V567 Cas,1.2756286688299998,61.31397009099,0.0354,0.0384,90.0,O,2020yCat.1350....0G,B6III,Gaia DR3 429451138534730368 ,34,3,,,,
HD  37717,84.68136530257,-40.70731026029,0.0548,0.0599,90.0,O,2020yCat.1350....0G,B8V,Gaia DR3 4807662288064531456,35,3,12151.0,,,2.0
HD  47500,99.30764693020129,-36.99064927398501,0.1615,0.1943,90.0,O,2020yCat.1350....0G,B7III,Gaia DR3 5580209153792109440,36,3,14269.5,,,2.0
HD  80950,139.3648732786,-74.73459027637,0.0281,0.0308,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 5216186726719969792,37,3,10069.0,,,1.0
*  19 Lyr,287.94170186559,31.28345659633,0.0266,0.0327,90.0,O,2020yCat.1350....0G,B8IIIpSiSr,Gaia DR3 2042565400924276736,38,3,,,,
V* Y UMa,190.08866766485,55.84655530084999,0.0681,0.0822,90.0,O,2020yCat.1350....0G,M7II-III:,Gaia DR3 1571425389967131264,39,3,,,,
*  61 Cyg B,316.7302660185276,38.74204403329556,0.019,0.0232,90.0,O,2020yCat.1350....0G,K7V,Gaia DR3 1872046574983497216,40,3,3938.0,4.5,-0.21000000000000002,19.0
V* V965 Her,265.75545024945,29.65290833517,0.0204,0.0245,90.0,O,2020yCat.1350....0G,M1II,Gaia DR3 4597175424176955008,41,3,,,,
V* TW Aur,89.27810652152,45.50949704903,0.0671,0.0787,90.0,O,2020yCat.1350....0G,M5III,Gaia DR3 196931367283396992 ,42,3,,,,
V* IZ TrA,235.66816214945,-65.92455186998,0.0234,0.0335,90.0,O,2020yCat.1350....0G,M6III,Gaia DR3 5825432373172356864,43,3,,,,
HD  88230,152.8422497884929,49.4542363908575,0.0121,0.0129,90.0,O,2020yCat.1350....0G,K6VeFe-1,Gaia DR3 823773494718931968 ,44,3,4060.0,4.51,0.21,9.0
V* CF And,345.93255369629,37.85378300607,0.0304,0.0354,90.0,O,2020yCat.1350....0G,M7,Gaia DR3 1916175611589231488,45,3,,,,
HD  79637,138.79682985215,-3.9678136666,0.045,0.0582,90.0,O,2020yCat.1350....0G,M3/4(III),Gaia DR3 5758942014494552704,46,3,,,,
V* EP Cam,102.15608462885,76.99002075357,0.049,0.0548,90.0,O,2020yCat.1350....0G,M6,Gaia DR3 1139801311528690944,47,3,,,,
V* OT Pup,125.54638994469,-25.63183123936,0.0425,0.0402,90.0,O,2020yCat.1350....0G,M5/6III,Gaia DR3 5695211919674043648,48,3,,,,
V* CY CVn,210.09323617912,37.87116879780999,0.0269,0.0439,90.0,O,2020yCat.1350....0G,M8,Gaia DR3 1495803832068560128,49,3,,,,
V* V438 Oph,258.66575635524,11.06943621802,0.0439,0.0391,90.0,O,2020yCat.1350....0G,M8,Gaia DR3 4540070535438247296,50,3,,,,
V* V842 Ara,250.33192935079,-55.29778546876,0.0729,0.0587,90.0,O,2020yCat.1350....0G,M5/6III,Gaia DR3 5930155701777380224,1,3,,,,
V* HT Aqr,325.08255161919,-1.7860826451499998,0.0602,0.044,90.0,O,2020yCat.1350....0G,M8,Gaia DR3 2674490811123264384,2,3,,,,
V* LT Vir,200.50733939868,2.75728794345,0.0312,0.0215,90.0,O,2020yCat.1350....0G,M3III,Gaia DR3 3712495827161288832,3,3,,,,
V* IR UMa,207.50413800176,54.86943487542,0.0171,0.0196,90.0,O,2020yCat.1350....0G,M0,Gaia DR3 1561555314603877888,4,3,,,,
HD  58293,110.44020785877,-56.25315427621,0.0227,0.0255,90.0,O,2020yCat.1350....0G,M5II,Gaia DR3 5487368728405486464,5,3,,,,
HD 197686,311.2896455947699,3.27548209524,0.0213,0.0128,90.0,O,2020yCat.1350....0G,M2/3III,Gaia DR3 1734190008942812928,6,3,,,,
HD 235873,338.0953182332,53.222720798100006,0.0264,0.0262,90.0,O,2020yCat.1350....0G,M5III,Gaia DR3 2001546126793754112,7,3,,,,
HD  47725,101.62958374309,71.35731185857,0.0157,0.0213,90.0,O,2020yCat.1350....0G,M2,Gaia DR3 1112652170415227648,8,3,,,,
HD 204307,321.82744594748,14.11345530167,0.0279,0.0244,90.0,O,2020yCat.1350....0G,M7,Gaia DR3 1771165249250651264,9,3,,,,
V* BE And,349.92899157818,48.66921116524999,0.0469,0.0451,90.0,O,2020yCat.1350....0G,M8,Gaia DR3 1942451637396845312,10,3,,,,
V* V389 CMa,106.57165378773,-24.61616783826,0.0198,0.0272,90.0,O,2020yCat.1350....0G,M5,Gaia DR3 2921337940429882752,11,3,,,,
HD  99113,170.98442428302,-44.67271565273,0.0235,0.0227,90.0,O,2020yCat.1350....0G,M6III,Gaia DR3 5376744836311996672,12,3,,,,
HD 206695,325.53282744168,54.82161518699,0.0419,0.0409,90.0,O,2020yCat.1350....0G,M6,Gaia DR3 2174386159219988480,13,3,,,,
V* AO Sgr,273.05681544557,-29.85957033366,0.0483,0.0455,90.0,O,2020yCat.1350....0G,M5(III),Gaia DR3 4049682027375908608,14,3,,,,
V* FX Ori,85.4795188252,14.83388528113,0.0387,0.0306,90.0,O,2020yCat.1350....0G,M5:,Gaia DR3 3347793554008217088,15,3,,,,
V* HM Lyr,283.08849214159,33.52021911465,0.0264,0.0329,90.0,O,2020yCat.1350....0G,M6,Gaia DR3 2090705421599882496,16,3,,,,
V* LQ Vir,199.65275979613,12.911691953109996,0.0221,0.02,90.0,O,2020yCat.1350....0G,M5,Gaia DR3 3742617188722475904,17,3,,,,
V* FK Gem,102.33423389829,12.17589863724,0.042,0.0394,90.0,O,2020yCat.1350....0G,M6.5,Gaia DR3 3351587732414107008,18,3,,,,
HD  79210,138.59489526034582,52.68660875093138,0.0156,0.013,90.0,O,2020yCat.1350....0G,K7V,Gaia DR3 1022456139210632064,19,3,3940.0,4.69,0.17,2.0
BD+62  1924,319.61043432932,63.56549905213,0.0301,0.0288,90.0,O,2020yCat.1350....0G,M6.5,Gaia DR3 2196260668167965440,20,3,,,,
V* EY Cam,113.92307416585,67.45272193557,0.0141,0.0252,90.0,O,2020yCat.1350....0G,M5,Gaia DR3 1096023878111446912,21,3,,,,
V* VY Pic,76.60226701391,-56.23144475706,0.0169,0.0204,90.0,O,2020yCat.1350....0G,M4III,Gaia DR3 4764377470216070272,22,3,,,,
CD-33  5972,139.95354629052,-33.64427962068,0.019,0.0243,90.0,O,2020yCat.1350....0G,M5,Gaia DR3 5629919723754166272,23,3,,,,
HD   1326,4.5953540832,44.02295498655222,0.0144,0.0101,90.0,O,2020yCat.1350....0G,M2V,Gaia DR3 385334230892516480 ,24,3,,,,
V* MW Del,308.91115110728,3.997594768550001,0.0237,0.0164,90.0,O,2020yCat.1350....0G,M5,Gaia DR3 4233318061284406400,25,3,,,,
DO 21501,337.07515094044,35.54672127884,0.0394,0.0408,90.0,O,2020yCat.1350....0G,M6,Gaia DR3 1905767771962623872,26,3,,,,
BD+28   697,72.2585999672,28.71091216793,0.0545,0.0224,90.0,O,2020yCat.1350....0G,M8,Gaia DR3 155179371724750592 ,27,3,,,,
BD+60  1544,217.28932258387,59.88689446228,0.0193,0.0192,90.0,O,2020yCat.1350....0G,M2,Gaia DR3 1618206276835241600,28,3,,,,
V* TZ LMi,154.69353586489,39.31152081698,0.083,0.0757,90.0,O,2020yCat.1350....0G,M2,Gaia DR3 803925724992902400 ,29,3,,,,
CD-31  5170,118.090950166,-31.84844128992999,0.0128,0.0198,90.0,O,2020yCat.1350....0G,M4,Gaia DR3 5595272875418286976,30,3,,,,
V* BB Dra,268.43731650391,57.05595194591,0.0333,0.0363,90.0,O,2020yCat.1350....0G,M8,Gaia DR3 1421610952089051136,31,3,,,,
IRAS 00354+6817,9.6239936808,68.57171331931,0.0279,0.0295,90.0,O,2020yCat.1350....0G,M5,Gaia DR3 529452923667976704 ,32,3,,,,
V* SY Lyr,280.36466298274,28.814424927009995,0.0311,0.039,90.0,O,2020yCat.1350....0G,O-rich,Gaia DR3 4539470099018493568,33,3,,,,
V* UX CMi,116.39061298632,5.208598599529999,0.0361,0.0292,90.0,O,2020yCat.1350....0G,M5,Gaia DR3 3137814565712405248,34,3,,,,
CD-24  7596,134.62165303504,-24.501705898710004,0.0174,0.0131,90.0,O,2020yCat.1350....0G,,Gaia DR3 5652784785309486592,35,3,,,,
V* V943 Her,259.13668284832,27.683232383979995,0.0147,0.0185,90.0,O,2020yCat.1350....0G,M2,Gaia DR3 4575130078599912576,36,3,,,,
V* XX For,28.82664456404,-35.803112027610005,0.0228,0.0298,90.0,O,2020yCat.1350....0G,M0,Gaia DR3 4968911165835266816,37,3,,,,
V* V485 Sco,262.97937046586,-33.72847763729,0.0474,0.0371,90.0,O,2020yCat.1350....0G,M5III,Gaia DR3 4054393812563869056,38,3,,,,
BD-16  2281,121.34937316186,-17.10302798977,0.0272,0.0235,90.0,O,2020yCat.1350....0G,M5,Gaia DR3 5721052813742839936,39,3,,,,
V* EG Leo,142.45868324693,19.0994072365,0.0216,0.0163,90.0,O,2020yCat.1350....0G,M2,Gaia DR3 634044448288505600 ,40,3,,,,
CD-27  3070,98.02271251987,-27.1606268383,0.0228,0.028,90.0,O,2020yCat.1350....0G,,Gaia DR3 2898836160091765248,41,3,,,,
BD+11  1054,92.86498552121,11.21475056001,0.0633,0.0548,90.0,O,2020yCat.1350....0G,M7,Gaia DR3 3330298644683142656,42,3,,,,
BD+46   734A,50.16911721135,46.67983620004,0.0323,0.0288,90.0,O,2020yCat.1350....0G,M4III,Gaia DR3 243000148577643264 ,43,3,,,,
V* Y Equ,316.52881853883,7.829914785840001,0.0429,0.0234,90.0,O,2020yCat.1350....0G,M6,Gaia DR3 1737183296206147200,44,3,,,,
IRAS 10511-5251,163.32627981596,-53.12442461726,0.047,0.0499,90.0,O,2020yCat.1350....0G,M8,Gaia DR3 5359580806977103104,45,3,,,,
HD  96766,167.11918251087,-20.786500505260005,0.022,0.0243,90.0,O,2020yCat.1350....0G,M3/4III,Gaia DR3 3551277598276854016,46,3,,,,
CD-27  5131,122.98065500584998,-28.30854264411,0.0184,0.0237,90.0,O,2020yCat.1350....0G,"S4,2",Gaia DR3 5692957577243866880,47,3,,,,
HD  95099,164.75858741831,19.08220358219,0.0317,0.0307,90.0,O,2020yCat.1350....0G,,Gaia DR3 3984674879735331200,48,3,,,,
HD  96146,166.22581897427,-35.804671301620004,0.201,0.3218,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 5400737039021509632,49,3,9750.0,,,1.0
*  15 Peg,328.12465334104,28.79354185549,0.0362,0.0431,90.0,O,2020yCat.1350....0G,F2V,Gaia DR3 1896396703077703936,50,3,6328.0,4.08,-0.535,26.0
HD  20041,48.94987708504,57.14062318321,0.0321,0.04,90.0,O,2020yCat.1350....0G,A0Ia,Gaia DR3 448103803535751680 ,1,3,10400.0,1.65,,2.0
HD  76932,134.6830531843296,-16.132727123434446,0.0277,0.0267,90.0,O,2020yCat.1350....0G,G2VFe-1.8CH-1,Gaia DR3 5730371484020807808,2,3,5860.0,4.105,-0.9,40.0
* chi02 Hya,166.4898749742,-27.28785353011,0.0423,0.0491,90.0,O,2020yCat.1350....0G,B8V,Gaia DR3 3532312225289255040,3,3,11066.0,,,1.0
*  45 And,17.792821415540004,37.72412445284,0.0472,0.041,90.0,O,2020yCat.1350....0G,B7III-IV,Gaia DR3 369934093075424640 ,4,3,12874.0,,,1.0
HD 151862,252.39440798504,13.261137624720002,0.0297,0.0249,90.0,O,2020yCat.1350....0G,A1V,Gaia DR3 4449357115297455872,5,3,9397.0,,,1.0
HD 158261,261.69227212225,34.69580108275,0.0266,0.0314,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 1335756411268494080,6,3,9727.0,,,1.0
HD  80057,139.01679110735,-44.89872150462,0.0169,0.0209,90.0,O,2020yCat.1350....0G,A0Iab,Gaia DR3 5423801425726635264,7,3,9300.0,1.75,,1.0
* 129 Tau,86.68957012112,15.8224951298,0.0585,0.0399,90.0,O,2020yCat.1350....0G,B8IIIpHg(Mn),Gaia DR3 3348206012606519168,8,3,13651.0,3.488,-0.1,2.0
HD 127304,217.45696075709,31.79118853122,0.0228,0.0265,90.0,O,2020yCat.1350....0G,A0Vs(Si),Gaia DR3 1285476672242623488,9,3,9979.0,4.11,0.233,2.0
HD 186440,295.78999102054,30.677890711510003,0.0247,0.0273,90.0,O,2020yCat.1350....0G,A1V,Gaia DR3 2032861317502068224,10,3,9638.0,,,1.0
HD  23258,56.11751581941999,20.92873572803,0.0463,0.0282,90.0,O,2020yCat.1350....0G,A0Vp_lB,Gaia DR3 63478624499091968  ,11,3,9503.0,4.3,-0.67,2.0
HD 188385,298.66750004528,7.140353083370001,0.0216,0.0179,90.0,O,2020yCat.1350....0G,A2V,Gaia DR3 4297359494014043264,12,3,9036.0,,,1.0
HD  79108,138.0536699728,3.86697813137,0.0418,0.0384,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 579147000944785792 ,13,3,9683.0,,,1.0
HD 122866,210.74898975943,50.97180743894,0.0351,0.0401,90.0,O,2020yCat.1350....0G,A2V,Gaia DR3 1512260909796696832,14,3,9099.0,,,1.0
HD 131551,224.98233204459,-75.0326701288,0.0273,0.0333,90.0,O,2020yCat.1350....0G,B9V,Gaia DR3 5793326324379141248,15,3,10351.0,,,1.0
*   3 Peg,324.43185825957,6.618391455640001,0.0403,0.035,90.0,O,2020yCat.1350....0G,A2V,Gaia DR3 2701125861831057792,16,3,8024.5,,,2.0
HD 103095,178.2448639115646,37.718681698090286,0.0139,0.0145,90.0,O,2020yCat.1350....0G,K1V_Fe-1.5,Gaia DR3 4034171629042489088,17,3,5063.0,4.65,-1.35,57.0
*  26 Psc,358.78246934079,7.0709711448,0.0356,0.0294,90.0,O,2020yCat.1350....0G,B9V,Gaia DR3 2746298781663140352,18,3,10633.0,3.978,,2.0
HD 154972,259.14853540190995,-74.5330113142,0.0236,0.0268,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 5802431174006919296,19,3,,,,
HD  28763,67.85771076918,-13.644223038560002,0.0319,0.0246,90.0,O,2020yCat.1350....0G,A2/3V,Gaia DR3 3177358226524915456,20,3,8608.0,,,2.0
HD 175132,283.03020805036,41.38324470261,0.0362,0.0402,90.0,O,2020yCat.1350....0G,B9IIIpSi,Gaia DR3 2104376989694932608,21,3,11455.0,3.6,1.4,1.0
HD  75466,132.000899237,-52.85015343169001,0.0336,0.0377,90.0,O,2020yCat.1350....0G,B8V,Gaia DR3 5318412686452956800,22,3,11324.0,,,1.0
HD  21620,52.87225147325,49.2097726804,0.023,0.0222,90.0,O,2020yCat.1350....0G,A0Vn,Gaia DR3 249350103106450048 ,23,3,9354.0,,,1.0
HD  39927,88.89737050102,-4.78858556499,0.049,0.0425,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 3022709854493303680,24,3,8890.0,,,1.0
HD 192934,304.01427622507,38.89800654422,0.0598,0.0662,90.0,O,2020yCat.1350....0G,A1V,Gaia DR3 2061344097469904384,25,3,,,,
HD  31590,76.16528137331436,74.0669555717794,4.040189,3.1642535,90.0,O,2007A&A...474..653V,A1V,Gaia DR3 502542170414672128 ,26,3,,,,
HD 182761,291.3432982403,20.27172686503,0.0163,0.0245,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 4515911103915737600,27,3,10046.0,,,1.0
HD 143187,238.95675385095,58.91177143283,0.034,0.0374,90.0,O,2020yCat.1350....0G,B8V,Gaia DR3 1625998756259467264,28,3,,,,
HD  92536,159.84513072435,-64.11178840526,0.0295,0.0264,90.0,O,2020yCat.1350....0G,B8V,Gaia DR3 5239895633422585856,29,3,,,,
HD 128294,220.49879075802,-77.01145166952,0.0502,0.0506,90.0,O,2020yCat.1350....0G,B9III,Gaia DR3 5785993715692374656,30,3,,,,
V* V1649 Ori,80.87943996198,5.32308649718,0.0277,0.0221,90.0,O,2020yCat.1350....0G,hA3VamA1_lB,Gaia DR3 3237243196049815936,31,3,8730.0,,,1.0
HD  30321,71.60067651654,-2.9545278457400004,0.0259,0.0178,90.0,O,2020yCat.1350....0G,A0/1V,Gaia DR3 3225786594126540800,32,3,9120.0,,,2.0
